name,team_country,team_confederation,position,club,club_country,birth_date,birth_city,birth_country,birth_lat,birth_lon,caps,goals,is_foreign_born,birth_country_known
Gastón Olveira,Paraguay,CONMEBOL,Goalkeeper,Olimpia,Paraguay,1993-04-21,Montevideo,Uruguay,-34.90591666666667,-56.19131111111111,1,0,true,true
Matías Galarza,Paraguay,CONMEBOL,Midfielder,Atlanta United FC,United States,2002-02-11,Asunción,Paraguay,-25.28,-57.63444444444445,15,3,false,true
Gustavo Caballero,Paraguay,CONMEBOL,Midfielder,Portsmouth,England,2001-09-21,San Lorenzo,Paraguay,-25.343055555555555,-57.50944444444445,2,1,false,true
Isidro Pitta,Paraguay,CONMEBOL,Forward,Red Bull Bragantino,Brazil,1999-08-14,Asunción,Paraguay,-25.28,-57.63444444444445,5,0,false,true
Alexandro Maidana,Paraguay,CONMEBOL,Defender,Talleres,Argentina,2005-07-26,Caacupé,Paraguay,-25.386111,-57.140833,2,1,false,true
Mert Günok,Turkey,UEFA,Goalkeeper,Fenerbahçe,Turkey,1989-03-01,Karabük,Turkey,41.2,32.633333333333,37,0,false,true
Zeki Çelik,Turkey,UEFA,Defender,Roma,Italy,1997-02-17,Yıldırım district,Turkey,40.1900988,29.097653,61,3,false,true
Merih Demiral,Turkey,UEFA,Defender,Al-Ahli,Saudi Arabia,1998-03-05,Karamürsel district,Turkey,40.691388888889,29.615555555556,62,6,false,true
Çağlar Söyüncü,Turkey,UEFA,Defender,Fenerbahçe,Turkey,1996-05-23,İzmir,Turkey,38.41273,27.13838,60,2,false,true
Salih Özcan,Turkey,UEFA,Midfielder,Borussia Dortmund,Germany,1998-01-11,Cologne,Germany,50.942222222222,6.9577777777778,30,1,true,true
Orkun Kökçü,Turkey,UEFA,Midfielder,Beşiktaş,Turkey,2000-12-29,Haarlem,Netherlands,52.380277777778,4.6405555555556,50,4,true,true
Kerem Aktürkoğlu,Turkey,UEFA,Forward,Fenerbahçe,Turkey,1998-10-21,İzmit,Turkey,40.7718818,29.9497846,52,15,false,true
Arda Güler,Turkey,UEFA,Forward,Real Madrid,Spain,2005-02-25,Altındağ,Turkey,39.94583333333333,32.85611111111111,29,6,false,true
Deniz Gül,Turkey,UEFA,Forward,Porto,Portugal,2004-07-02,Stockholm,Sweden,59.329444444444,18.068611111111,8,2,true,true
Hakan Çalhanoğlu,Turkey,UEFA,Midfielder,Inter Milan,Italy,1994-02-08,Mannheim,Germany,49.48777777777778,8.466111111111111,105,22,true,true
Kenan Yıldız,Turkey,UEFA,Forward,Juventus,Italy,2005-05-04,Regensburg,Germany,49.016666666666666,12.083333333333334,28,5,true,true
Altay Bayındır,Turkey,UEFA,Goalkeeper,Manchester United,England,1998-04-14,Osmangazi,Turkey,40.219166666666666,29.04138888888889,12,0,false,true
Eren Elmalı,Turkey,UEFA,Defender,Galatasaray,Turkey,2000-07-07,Kartal,Turkey,40.90638888888889,29.211111111111112,23,0,false,true
Abdülkerim Bardakcı,Turkey,UEFA,Defender,Galatasaray,Turkey,1994-09-07,Meram district,Turkey,37.836388888889,32.438333333333,27,2,false,true
Ozan Kabak,Turkey,UEFA,Defender,TSG Hoffenheim,Germany,2000-03-25,Çankaya,Turkey,39.90833333333333,32.846111111111114,30,2,false,true
İsmail Yüksek,Turkey,UEFA,Midfielder,Fenerbahçe,Turkey,1999-01-26,İznik,Turkey,40.428888888889,29.719444444444,32,1,false,true
İrfan Can Kahveci,Turkey,UEFA,Forward,Kasımpaşa,Turkey,1995-07-15,Bayat,Turkey,40.185,32.437,47,6,false,true
Mert Müldür,Turkey,UEFA,Defender,Fenerbahçe,Turkey,1999-04-03,Vienna,Austria,48.208333333333336,16.3725,45,3,true,true
Yunus Akgün,Turkey,UEFA,Forward,Galatasaray,Turkey,2000-07-07,Küçükçekmece,Turkey,41.02194444444444,28.77722222222222,19,4,false,true
Ferdi Kadıoğlu,Turkey,UEFA,Defender,Brighton & Hove Albion,England,1999-10-07,Arnhem,Netherlands,51.983333333333,5.9166666666667,30,2,true,true
Barış Alper Yılmaz,Turkey,UEFA,Forward,Galatasaray,Turkey,2000-05-23,İkizdere,Turkey,40.777222222222,40.560833333333,35,4,false,true
Kaan Ayhan,Turkey,UEFA,Midfielder,Galatasaray,Turkey,1994-11-10,Gelsenkirchen,Germany,51.51027777777778,7.094166666666666,73,5,true,true
Uğurcan Çakır,Turkey,UEFA,Goalkeeper,Galatasaray,Turkey,1996-04-05,Antalya,Turkey,36.90812,30.69556,39,0,false,true
Oğuz Aydın,Turkey,UEFA,Forward,Fenerbahçe,Turkey,2000-10-27,The Hague,Netherlands,52.08,4.31,11,0,true,true
Samet Akaydin,Turkey,UEFA,Defender,Çaykur Rizespor,Turkey,1994-03-13,Trabzon,Turkey,41.005,39.7225,19,1,false,true
Can Uzun,Turkey,UEFA,Forward,Eintracht Frankfurt,Germany,2005-11-11,Regensburg,Germany,49.016666666666666,12.083333333333334,6,1,true,true
Matt Turner,United States,CONCACAF,Goalkeeper,New England Revolution,United States,1994-06-24,Park Ridge,United States,41.0363,-74.0436,54,0,false,true
Sergiño Dest,United States,CONCACAF,Defender,PSV Eindhoven,Netherlands,2000-11-03,Almere,Netherlands,52.375833333333,5.2255555555556,39,3,true,true
Chris Richards,United States,CONCACAF,Defender,Crystal Palace,England,2000-03-28,Birmingham,United States,33.5175,-86.80944444444444,36,3,false,true
Tyler Adams,United States,CONCACAF,Midfielder,Bournemouth,England,1999-02-14,Wappingers Falls,United States,41.599166666667,-73.918055555556,54,2,false,true
Antonee Robinson,United States,CONCACAF,Defender,Fulham,England,1997-08-08,Milton Keynes,United Kingdom,52.033333333333,-0.76666666666667,54,5,true,true
Auston Trusty,United States,CONCACAF,Defender,Celtic,Scotland,1998-08-12,Media,United States,39.91888888888889,-75.38916666666667,8,0,false,true
Giovanni Reyna,United States,CONCACAF,Midfielder,Borussia Mönchengladbach,Germany,2002-11-13,Sunderland,United Kingdom,54.904444444444444,-1.3811111111111112,38,9,true,true
Weston McKennie,United States,CONCACAF,Midfielder,Juventus,Italy,1998-08-28,Little Elm,United States,33.1639,-96.9303,66,12,false,true
Ricardo Pepi,United States,CONCACAF,Forward,PSV Eindhoven,Netherlands,2003-01-09,El Paso,United States,31.759166666667,-106.48861111111,37,13,false,true
Christian Pulisic,United States,CONCACAF,Forward,Milan,Italy,1998-09-18,Hershey,United States,40.278333333333,-76.651111111111,86,33,false,true
Brenden Aaronson,United States,CONCACAF,Forward,Leeds United,England,2000-10-22,Medford,United States,39.8643,-74.8225,58,9,false,true
Miles Robinson,United States,CONCACAF,Defender,FC Cincinnati,United States,1997-03-14,Arlington,United States,42.415277777778,-71.156944444444,40,3,false,true
Tim Ream,United States,CONCACAF,Defender,Charlotte FC,United States,1987-10-05,St. Louis,United States,38.62638888888889,-90.19944444444444,82,1,false,true
Sebastian Berhalter,United States,CONCACAF,Midfielder,Vancouver Whitecaps FC,Canada,2001-05-10,London,Roman Empire,51.507222222222,-0.1275,13,1,false,true
Cristian Roldan,United States,CONCACAF,Midfielder,Seattle Sounders FC,United States,1995-06-03,Pico Rivera,United States,33.988888888889,-118.08916666667,47,0,false,true
Alex Freeman,United States,CONCACAF,Defender,Villarreal,Spain,2004-08-09,Fort Lauderdale,United States,26.135833333333,-80.141944444444,17,2,false,true
Malik Tillman,United States,CONCACAF,Midfielder,Bayer Leverkusen,Germany,2002-05-28,Nuremberg,Germany,49.45388888888889,11.0775,30,3,true,true
Max Arfsten,United States,CONCACAF,Defender,Columbus Crew,United States,2001-04-19,Fresno,United States,29.5267,-95.4597,20,1,false,true
Haji Wright,United States,CONCACAF,Forward,Coventry City,England,1998-03-27,Los Angeles,United States,34.05223,-118.24368,20,7,false,true
Folarin Balogun,United States,CONCACAF,Forward,Monaco,France,2001-07-03,New York City,United States,40.71277777777778,-74.00611111111111,27,9,false,true
Timothy Weah,United States,CONCACAF,Forward,Marseille,France,2000-02-22,Brooklyn,United States,40.65083333333333,-73.94972222222222,51,7,false,true
Mark McKenzie,United States,CONCACAF,Defender,Toulouse,France,1999-02-25,Bear,United States,39.6203,-75.6847,29,0,false,true
Joe Scally,United States,CONCACAF,Defender,Borussia Mönchengladbach,Germany,2002-12-31,Lake Grove,United States,40.858333333333,-73.116666666667,26,0,false,true
Matt Freese,United States,CONCACAF,Goalkeeper,New York City FC,United States,1998-09-02,Wayne,United States,40.043888888889,-75.387777777778,15,0,false,true
Chris Brady,United States,CONCACAF,Goalkeeper,Chicago Fire FC,United States,2004-03-03,Naperville,United States,41.74826,-88.16585,1,0,false,true
Alejandro Zendejas,United States,CONCACAF,Forward,América,Mexico,1998-02-07,Ciudad Juárez,Mexico,31.6685,-106.42,14,2,true,true
Eloy Room,Curaçao,CONCACAF,Goalkeeper,Miami FC,United States,1989-02-06,Nijmegen,Netherlands,51.8475,5.8625,71,0,true,true
Shurandy Sambo,Curaçao,CONCACAF,Defender,Sparta Rotterdam,Netherlands,2001-08-19,Geldrop,Netherlands,51.4222,5.5578,8,0,true,true
Juriën Gaari,Curaçao,CONCACAF,Defender,Abha,Saudi Arabia,1993-12-23,Kerkrade,Netherlands,50.866666666667,6.0666666666667,60,1,true,true
Roshon van Eijma,Curaçao,CONCACAF,Defender,RKC Waalwijk,Netherlands,1998-06-09,Tilburg,Netherlands,51.5575,5.0905555555555555,28,1,true,true
Sherel Floranus,Curaçao,CONCACAF,Defender,PEC Zwolle,Netherlands,1998-08-23,Rotterdam,Netherlands,51.92,4.48,28,0,true,true
Godfried Roemeratoe,Curaçao,CONCACAF,Midfielder,RKC Waalwijk,Netherlands,1999-08-19,Oost-Souburg,Netherlands,51.4636,3.6008,28,1,true,true
Juninho Bacuna,Curaçao,CONCACAF,Midfielder,Volendam,Netherlands,1997-08-07,Groningen,Netherlands,53.21888888888889,6.5675,49,15,true,true
Livano Comenencia,Curaçao,CONCACAF,Midfielder,Zürich,Switzerland,2004-02-03,Breda,Netherlands,51.58888888888889,4.775833333333333,20,2,true,true
Jürgen Locadia,Curaçao,CONCACAF,Forward,Miami FC,United States,1993-11-07,Emmen,Netherlands,52.783333333333,6.9,13,1,true,true
Leandro Bacuna,Curaçao,CONCACAF,Midfielder,Iğdır,Turkey,1991-08-21,Groningen,Netherlands,53.21888888888889,6.5675,72,16,true,true
Jeremy Antonisse,Curaçao,CONCACAF,Forward,Kifisia,Greece,2002-03-29,Rosmalen,Netherlands,51.716666666667,5.3666666666667,27,4,true,true
Sontje Hansen,Curaçao,CONCACAF,Forward,Middlesbrough,England,2002-05-18,Hoorn,Netherlands,52.653333333333,5.0733333333333,6,1,true,true
Tyrese Noslin,Curaçao,CONCACAF,Forward,Telstar,Netherlands,2002-09-11,Amsterdam,Netherlands,52.36666666666667,4.883333333333333,7,1,true,true
Kenji Gorré,Curaçao,CONCACAF,Forward,Maccabi Haifa,Israel,1994-09-29,Spijkenisse,Netherlands,51.833333333333,4.3166666666667,38,6,true,true
Ar'jany Martha,Curaçao,CONCACAF,Midfielder,Rotherham United,England,2003-09-04,Rotterdam,Netherlands,51.92,4.48,9,2,true,true
Jearl Margaritha,Curaçao,CONCACAF,Forward,Beveren,Belgium,2000-04-10,Groningen,Netherlands,53.21888888888889,6.5675,22,5,true,true
Brandley Kuwas,Curaçao,CONCACAF,Forward,Volendam,Netherlands,1992-09-19,Hoorn,Netherlands,52.653333333333,5.0733333333333,35,2,true,true
Armando Obispo,Curaçao,CONCACAF,Defender,PSV Eindhoven,Netherlands,1999-03-05,Boxtel,Netherlands,51.5911,5.3275,6,0,true,true
Gervane Kastaneer,Curaçao,CONCACAF,Forward,Terengganu,"",1996-06-09,Rotterdam,Netherlands,51.92,4.48,29,9,true,true
Joshua Brenet,Curaçao,CONCACAF,Defender,Kayserispor,Turkey,1994-03-20,Kerkrade,Netherlands,50.866666666667,6.0666666666667,18,2,true,true
Tahith Chong,Curaçao,CONCACAF,Midfielder,Sheffield United,England,1999-12-04,Willemstad,Curaçao,12.108,-68.935,6,3,false,true
Kevin Felida,Curaçao,CONCACAF,Midfielder,Den Bosch,Netherlands,1999-11-11,Spijkenisse,Netherlands,51.833333333333,4.3166666666667,19,1,true,true
Riechedly Bazoer,Curaçao,CONCACAF,Defender,Konyaspor,Turkey,1996-10-12,Utrecht,Netherlands,52.09083,5.12222,5,0,true,true
Deveron Fonville,Curaçao,CONCACAF,Defender,NEC,Netherlands,2003-05-16,Nieuwegein,Netherlands,52.0314,5.0919,2,0,true,true
Tyrick Bodak,Curaçao,CONCACAF,Goalkeeper,Telstar,Netherlands,2002-05-15,Curaçao,Kingdom of the Netherlands,12.2,-69.0,4,0,false,true
Trevor Doornbusch,Curaçao,CONCACAF,Goalkeeper,VVV-Venlo,Netherlands,1999-07-06,Haarlem,Netherlands,52.380277777778,4.6405555555556,8,0,true,true
Hernán Galíndez,Ecuador,CONMEBOL,Goalkeeper,Huracán,Argentina,1987-03-30,Rosario,Argentina,-32.9575,-60.639444444444,35,0,true,true
Félix Torres,Ecuador,CONMEBOL,Defender,Internacional,Brazil,1997-01-11,San Lorenzo,Ecuador,1.2863888888889,-78.835277777778,49,5,false,true
Piero Hincapié,Ecuador,CONMEBOL,Defender,Arsenal,England,2002-01-09,Esmeraldas,Ecuador,0.95,-79.666666666667,52,3,false,true
Joel Ordóñez,Ecuador,CONMEBOL,Defender,Club Brugge,Belgium,2004-04-21,Guayaquil,Ecuador,-2.19,-79.8875,17,0,false,true
Jordy Alcívar,Ecuador,CONMEBOL,Midfielder,Independiente del Valle,Ecuador,1999-08-05,Manta,Ecuador,-0.95002222222222,-80.7162,11,1,false,true
Willian Pacho,Ecuador,CONMEBOL,Defender,Paris Saint-Germain,France,2001-10-16,Rosa Zárate,Ecuador,0.3272222222222222,-79.46888888888888,34,2,false,true
Pervis Estupiñán,Ecuador,CONMEBOL,Defender,Milan,Italy,1998-01-21,Esmeraldas,Ecuador,0.95,-79.666666666667,54,5,false,true
Anthony Valencia,Ecuador,CONMEBOL,Midfielder,Antwerp,Belgium,2003-07-21,Guayaquil,Ecuador,-2.19,-79.8875,3,1,false,true
John Yeboah,Ecuador,CONMEBOL,Forward,Venezia,Italy,2000-06-23,Hamburg,Holy Roman Empire,53.55,10.0,23,3,true,true
Kendry Páez,Ecuador,CONMEBOL,Midfielder,River Plate,Argentina,2007-05-04,Guayaquil,Ecuador,-2.19,-79.8875,26,2,false,true
Kevin Rodríguez,Ecuador,CONMEBOL,Forward,Union Saint-Gilloise,Belgium,2000-03-04,Ibarra,Ecuador,0.362778,-78.13,31,2,false,true
Moisés Ramírez,Ecuador,CONMEBOL,Goalkeeper,Kifisia,Greece,2000-09-09,Guayaquil,Ecuador,-2.19,-79.8875,7,0,false,true
Enner Valencia,Ecuador,CONMEBOL,Forward,Pachuca,Mexico,1989-11-04,San Lorenzo,Ecuador,1.2863888888889,-78.835277777778,105,49,false,true
Alan Minda,Ecuador,CONMEBOL,Midfielder,Atlético Mineiro,Brazil,2003-05-14,Esmeraldas,Ecuador,0.95,-79.666666666667,20,2,false,true
Pedro Vite,Ecuador,CONMEBOL,Midfielder,Pumas UNAM,Mexico,2002-03-09,Babahoyo,Ecuador,-1.8166666666667,-79.516666666667,17,1,false,true
Jordy Caicedo,Ecuador,CONMEBOL,Forward,Huracán,Argentina,1997-11-18,Machala,Ecuador,-3.2666666666667,-79.966666666667,20,4,false,true
Ángelo Preciado,Ecuador,CONMEBOL,Defender,Atlético Mineiro,Brazil,1998-02-18,Shushufindi Canton,Ecuador,-0.1871,-76.645,55,0,false,true
Denil Castillo,Ecuador,CONMEBOL,Midfielder,Midtjylland,Denmark,2004-03-24,Eloy Alfaro Canton,Ecuador,1.24994,-78.98421,5,0,false,true
Gonzalo Plata,Ecuador,CONMEBOL,Forward,Flamengo,Brazil,2000-11-01,Guayaquil,Ecuador,-2.19,-79.8875,50,8,false,true
Nilson Angulo,Ecuador,CONMEBOL,Forward,Sunderland,England,2003-06-19,Quito,Ecuador,-0.22,-78.5125,14,2,false,true
Alan Franco,Ecuador,CONMEBOL,Midfielder,Atlético Mineiro,Brazil,1998-08-21,Alfredo Baquerizo Moreno,Ecuador,-1.8916666666666666,-79.5575,58,1,false,true
Gonzalo Valle,Ecuador,CONMEBOL,Goalkeeper,LDU Quito,Ecuador,1996-02-28,Riobamba,Ecuador,-1.6730555555555555,-78.64833333333333,4,0,false,true
Moisés Caicedo,Ecuador,CONMEBOL,Midfielder,Chelsea,England,2001-11-02,Santo Domingo,Ecuador,-0.25416666666667,-79.171944444444,61,3,false,true
Jeremy Arévalo,Ecuador,CONMEBOL,Forward,VfB Stuttgart,Germany,2005-03-19,Santander,Spain,43.466666666667,-3.8,4,0,true,true
Jackson Porozo,Ecuador,CONMEBOL,Defender,Tijuana,Mexico,2000-08-04,San Lorenzo,Ecuador,1.2863888888889,-78.835277777778,10,1,false,true
Yaimar Medina,Ecuador,CONMEBOL,Defender,Genk,Belgium,2004-11-05,Eloy Alfaro Canton,Ecuador,1.24994,-78.98421,6,0,false,true
Manuel Neuer,Germany,UEFA,Goalkeeper,Bayern Munich,Germany,1986-03-27,Gelsenkirchen,Germany,51.51027777777778,7.094166666666666,124,0,false,true
Antonio Rüdiger,Germany,UEFA,Defender,Real Madrid,Spain,1993-03-03,Berlin,Margraviate of Brandenburg,52.516666666667,13.383333333333,82,3,false,true
Waldemar Anton,Germany,UEFA,Defender,Borussia Dortmund,Germany,1996-07-20,Olmaliq,Uzbekistan,40.85,69.6,13,0,true,true
Jonathan Tah,Germany,UEFA,Defender,Bayern Munich,Germany,1996-02-11,Hamburg,Holy Roman Empire,53.55,10.0,47,1,true,true
Aleksandar Pavlović,Germany,UEFA,Midfielder,Bayern Munich,Germany,2004-05-03,Munich,Germany,48.1375,11.575,11,1,false,true
Joshua Kimmich,Germany,UEFA,Defender,Bayern Munich,Germany,1995-02-08,Rottweil,Germany,48.168055555556,8.6247222222222,110,10,false,true
Kai Havertz,Germany,UEFA,Forward,Arsenal,England,1999-06-11,Aachen,Germany,50.776207,6.083788,58,22,false,true
Leon Goretzka,Germany,UEFA,Midfielder,Bayern Munich,Germany,1995-02-06,Bochum,Germany,51.483333333333,7.2166666666667,70,15,false,true
Jamie Leweling,Germany,UEFA,Midfielder,VfB Stuttgart,Germany,2001-02-26,Germany,Germany,51.0,10.0,5,1,false,true
Jamal Musiala,Germany,UEFA,Midfielder,Bayern Munich,Germany,2003-02-26,Stuttgart,Germany,48.7775,9.18,42,9,false,true
Nick Woltemade,Germany,UEFA,Forward,Newcastle United,England,2002-02-14,Bremen,Germany,53.075833333333335,8.807222222222222,11,4,false,true
Oliver Baumann,Germany,UEFA,Goalkeeper,TSG Hoffenheim,Germany,1990-06-02,Breisach,Germany,48.028888888889,7.58,13,0,false,true
Pascal Groß,Germany,UEFA,Midfielder,Brighton & Hove Albion,England,1991-06-15,Mannheim,Germany,49.48777777777778,8.466111111111111,18,1,false,true
Maximilian Beier,Germany,UEFA,Forward,Borussia Dortmund,Germany,2002-10-17,Brandenburg an der Havel,Germany,52.414138888888886,12.554083333333333,9,0,false,true
Nico Schlotterbeck,Germany,UEFA,Defender,Borussia Dortmund,Germany,1999-12-01,Waiblingen,Germany,48.830277777778,9.3169444444444,27,0,false,true
Angelo Stiller,Germany,UEFA,Midfielder,VfB Stuttgart,Germany,2001-04-04,Munich,Germany,48.1375,11.575,8,0,false,true
Florian Wirtz,Germany,UEFA,Midfielder,Liverpool,England,2003-05-03,Pulheim,Germany,51.0,6.8,41,11,false,true
Nathaniel Brown,Germany,UEFA,Defender,Eintracht Frankfurt,Germany,2003-06-16,Amberg,Germany,49.444444444444,11.848333333333,5,0,false,true
Leroy Sané,Germany,UEFA,Midfielder,Galatasaray,Turkey,1996-01-11,Essen,Germany,51.450833333333,7.0130555555556,76,17,false,true
Nadiem Amiri,Germany,UEFA,Midfielder,Mainz 05,Germany,1996-10-27,Ludwigshafen,Germany,49.481111111111,8.4352777777778,11,1,false,true
Alexander Nübel,Germany,UEFA,Goalkeeper,VfB Stuttgart,Germany,1996-09-30,Paderborn,Germany,51.71666666666667,8.766666666666667,3,0,false,true
David Raum,Germany,UEFA,Defender,RB Leipzig,Germany,1998-04-22,Nuremberg,Germany,49.45388888888889,11.0775,37,1,false,true
Felix Nmecha,Germany,UEFA,Midfielder,Borussia Dortmund,Germany,2000-10-10,Hamburg,Holy Roman Empire,53.55,10.0,8,1,true,true
Malick Thiaw,Germany,UEFA,Defender,Newcastle United,England,2001-08-08,Düsseldorf,Germany,51.22555555555556,6.776666666666666,5,0,false,true
Assan Ouédraogo,Germany,UEFA,Midfielder,RB Leipzig,Germany,2006-05-09,Mülheim an der Ruhr,Germany,51.4275,6.8825,1,1,false,true
Deniz Undav,Germany,UEFA,Forward,VfB Stuttgart,Germany,1996-07-19,Varel,Germany,53.396944444444,8.1361111111111,9,6,false,true
Yahia Fofana,Ivory Coast,CAF,Goalkeeper,Çaykur Rizespor,Turkey,2000-08-21,Paris,France,48.85666666666667,2.352222222222222,35,0,true,true
Ousmane Diomande,Ivory Coast,CAF,Defender,Sporting CP,Portugal,2003-12-04,Abidjan,Ivory Coast,5.3363888888889,-4.0266666666667,15,1,false,true
Ghislain Konan,Ivory Coast,CAF,Defender,Gil Vicente,Portugal,1995-12-27,Abidjan,Ivory Coast,5.3363888888889,-4.0266666666667,54,0,false,true
Jean Michaël Seri,Ivory Coast,CAF,Midfielder,Maribor,Slovenia,1991-07-19,Grand-Béréby,Ivory Coast,4.65,-6.9333333333333,65,4,false,true
Wilfried Singo,Ivory Coast,CAF,Defender,Galatasaray,Turkey,2000-12-25,Ouragahio,Ivory Coast,6.41667,-5.91667,34,1,false,true
Seko Fofana,Ivory Coast,CAF,Midfielder,Porto,Portugal,1995-05-07,Paris,France,48.85666666666667,2.352222222222222,33,7,true,true
Odilon Kossounou,Ivory Coast,CAF,Defender,Atalanta,Italy,2001-01-04,Abidjan,Ivory Coast,5.3363888888889,-4.0266666666667,36,0,false,true
Franck Kessié,Ivory Coast,CAF,Midfielder,Al-Ahli,Saudi Arabia,1996-12-19,Ouragahio,Ivory Coast,6.41667,-5.91667,102,15,false,true
Ange-Yoan Bonny,Ivory Coast,CAF,Forward,Inter Milan,Italy,2003-10-25,Aubervilliers,France,48.911111111111,2.3825,1,0,true,true
Simon Adingra,Ivory Coast,CAF,Forward,Monaco,France,2002-01-01,Yamoussoukro,Ivory Coast,6.816111111111111,-5.274166666666667,29,5,false,true
Yan Diomande,Ivory Coast,CAF,Forward,RB Leipzig,Germany,2006-11-14,Abidjan,Ivory Coast,5.3363888888889,-4.0266666666667,10,3,false,true
Elye Wahi,Ivory Coast,CAF,Forward,Nice,France,2003-01-02,Courcouronnes,France,48.618055555556,2.4069444444444,2,0,true,true
Christopher Opéri,Ivory Coast,CAF,Defender,İstanbul Başakşehir,Turkey,1997-04-29,Abidjan,Ivory Coast,5.3363888888889,-4.0266666666667,12,0,false,true
Oumar Diakité,Ivory Coast,CAF,Forward,Cercle Brugge,Belgium,2003-12-20,Bingerville,Ivory Coast,5.35,-3.9,30,6,false,true
Amad Diallo,Ivory Coast,CAF,Forward,Manchester United,England,2002-07-11,Abidjan,Ivory Coast,5.3363888888889,-4.0266666666667,19,6,false,true
Mohamed Koné,Ivory Coast,CAF,Goalkeeper,Charleroi,Belgium,2002-03-07,Adjamé,Ivory Coast,5.35,-4.0333333333333,0,0,false,true
Guéla Doué,Ivory Coast,CAF,Defender,Strasbourg,France,2002-10-17,Angers,France,47.472777777778,-0.55555555555556,20,3,true,true
Ibrahim Sangaré,Ivory Coast,CAF,Midfielder,Nottingham Forest,England,1997-12-02,Koumassi,Ivory Coast,5.3,-3.95,57,12,false,true
Nicolas Pépé,Ivory Coast,CAF,Forward,Villarreal,Spain,1995-05-29,Mantes-la-Jolie,France,48.990555555556,1.7166666666667,56,12,true,true
Emmanuel Agbadou,Ivory Coast,CAF,Defender,Beşiktaş,Turkey,1997-06-17,Ivory Coast,Ivory Coast,8.0,-6.0,20,2,false,true
Evan Ndicka,Ivory Coast,CAF,Defender,Roma,Italy,1999-08-20,20th arrondissement of Paris,France,48.865061111111,2.39905,28,0,true,true
Evann Guessand,Ivory Coast,CAF,Forward,Crystal Palace,England,2001-07-01,Ajaccio,France,41.925555555556,8.7363888888889,21,4,true,true
Alban Lafont,Ivory Coast,CAF,Goalkeeper,Panathinaikos,Greece,1999-01-23,Ouagadougou,Burkina Faso,12.368611111111111,-1.5274999999999999,4,0,true,true
Bazoumana Touré,Ivory Coast,CAF,Forward,TSG Hoffenheim,Germany,2006-03-02,Bouaké,Ivory Coast,7.68333,-5.03306,6,2,false,true
Parfait Guiagon,Ivory Coast,CAF,Midfielder,Charleroi,Belgium,2001-02-22,Logoualé,Ivory Coast,7.1166666666667,-7.55,5,0,false,true
Christ Inao Oulaï,Ivory Coast,CAF,Midfielder,Trabzonspor,Turkey,2006-04-06,Yopougon,Ivory Coast,5.33472,-4.07,9,0,false,true
Zion Suzuki,Japan,AFC,Goalkeeper,Parma,Italy,2002-08-21,Newark,United States,40.73555555555556,-74.17222222222222,24,0,true,true
Yukinari Sugawara,Japan,AFC,Defender,Werder Bremen,Germany,2000-06-28,Toyokawa,Japan,34.826777777778,137.37591666667,21,2,false,true
Shōgo Taniguchi,Japan,AFC,Defender,Sint-Truiden,Belgium,1991-07-15,Kumamoto,Japan,32.803,130.7078611111111,38,1,false,true
Kō Itakura,Japan,AFC,Defender,Ajax,Netherlands,1997-01-27,Yokohama,Japan,35.45033333333333,139.63422222222223,40,2,false,true
Yūto Nagatomo,Japan,AFC,Defender,FC Tokyo,Japan,1986-09-12,Saijo,Japan,33.919555555555554,133.18116666666666,145,4,false,true
Shūto Machino,Japan,AFC,Forward,Borussia Mönchengladbach,Germany,1999-09-30,Mie Prefecture,Japan,34.73025,136.50866666666667,14,5,false,true
Ao Tanaka,Japan,AFC,Midfielder,Leeds United,England,1998-09-10,Miyamae-ku,Japan,35.589166666667,139.57861111111,38,8,false,true
Takefusa Kubo,Japan,AFC,Midfielder,Real Sociedad,Spain,2001-06-04,Kawasaki,Japan,35.53088888888889,139.703,49,7,false,true
Keisuke Gotō,Japan,AFC,Forward,Sint-Truiden,Belgium,2005-06-03,Shizuoka,Japan,34.975555555556,138.3825,4,0,false,true
Ritsu Dōan,Japan,AFC,Midfielder,Eintracht Frankfurt,Germany,1998-06-16,Amagasaki,Japan,34.73383333333334,135.40633333333332,65,11,false,true
Daizen Maeda,Japan,AFC,Midfielder,Celtic,Scotland,1997-10-20,Taishi,Japan,34.51872222222222,135.64763888888888,27,4,false,true
Keisuke Ōsako,Japan,AFC,Goalkeeper,Sanfrecce Hiroshima,Japan,1999-07-28,Izumi,Japan,32.090444444444444,130.35266666666666,11,0,false,true
Keito Nakamura,Japan,AFC,Midfielder,Reims,France,2000-07-28,Abiko,Japan,35.864222222222224,140.02838888888888,25,10,false,true
Junya Itō,Japan,AFC,Midfielder,Genk,Belgium,1993-03-09,Yokosuka,Japan,35.281305555555555,139.67208333333335,69,15,false,true
Daichi Kamada,Japan,AFC,Midfielder,Crystal Palace,England,1996-08-05,Ehime Prefecture,Japan,33.841388888888886,132.76555555555555,49,12,false,true
Tsuyoshi Watanabe,Japan,AFC,Defender,Feyenoord,Netherlands,1997-02-05,Saitama Prefecture,Japan,35.857166666666664,139.64919444444445,11,0,false,true
Yuito Suzuki,Japan,AFC,Midfielder,SC Freiburg,Germany,2001-10-25,Hayama,Japan,35.27205555555555,139.58625,6,0,false,true
Ayase Ueda,Japan,AFC,Forward,Feyenoord,Netherlands,1998-08-28,Mito,Japan,36.365833333333335,140.47125,39,16,false,true
